load_id,pickup,delivery,distance,D,F,R,weight,market_index,quote_signal,posted_rate
TR-039276,2330.21,2415.37,273.5,1,0,0,30411,0.88435,2.40614,651.83
TR-039277,2363.52,2422.44,201.5,0,0,1,29232,0.90746,2.94483,594.15
TR-039278,2347.32,2384.81,1232.8,0,0,1,32648,0.86305,2.33248,2794.78
TR-039279,2405.63,2337.42,374.1,0,0,1,42457,0.88573,2.81044,1051.15
TR-039280,2343.52,2286.31,1030.6,1,0,0,40028,0.8643,2.12091,2149.2
TR-039281,2332,2371.44,991.2,1,0,0,30721,0.93939,2.05355,2044.32
TR-039282,2324.76,2371.34,1434.7,1,0,0,12352,0.89571,1.86631,2618.27
TR-039283,2287.47,2292.95,1440.9,1,0,0,27660,0.83596,1.92025,2764.5
TR-039284,2399.97,2327.6,375.8,1,0,0,35657,0.88008,2.26136,851.04
TR-039285,2363.22,2405.2,1211,1,0,0,37163,0.91358,2.04502,2490.81
TR-039286,2364.24,2435.65,246.1,1,0,0,10572,0.89011,2.32914,570.47
TR-039287,2495.5,2352.86,1108.8,1,0,0,37223,0.95189,2.03224,2306.35
TR-039288,2341.75,2363.22,2810.6,0,0,1,24713,0.85512,1.94686,5439.24
TR-039289,2400.16,2352.86,924.1,1,0,0,24767,0.88618,2.01943,1855.19
TR-039290,2341.75,2332,2026.5,0,1,0,24386,0.91594,1.9922,4090.46
TR-039291,2363.52,2285.72,419.6,0,0,1,38892,0.86234,2.52324,1072.6
TR-039292,2495.5,2352.86,1083.3,1,0,0,35906,0.83947,2.10738,6295.71
TR-039293,2285.72,2360.34,1199.2,1,0,0,38132,0.90983,2.04949,2469.45
TR-039294,2287.47,2379.67,436.8,1,0,0,25646,0.89783,2.27912,997.29
TR-039295,2435.65,2398.95,647.8,0,0,1,38935,0.88312,2.5649,1656.07
TR-039296,2287.47,2304.9,1276.5,0,0,1,47500,0.85075,2.2084,2849.08
TR-039297,2341.75,2300.56,514.5,0,0,1,38897,0.8827,2.43469,1245.26
TR-039298,2300.56,2384.81,242.6,0,0,1,36305,0.88216,2.72808,663.83
TR-039299,2437.61,2287.47,1256.7,1,0,0,36131,0.89449,2.08613,2596.02
TR-039300,2405.2,2386.75,1270.2,1,0,0,28430,0.86299,1.98831,2518.86
TR-039301,2364.24,2343.52,418.3,0,0,1,34133,0.88615,2.57686,1096.44
TR-039302,2364.24,2402.48,830.5,1,0,0,26196,0.83924,2.05916,1698.47
TR-039303,2319.61,2402.48,1523.2,0,0,1,39410,0.84299,2.23879,3405.77
TR-039304,2345.88,2341.75,334.7,1,0,0,37503,0.89397,2.29914,763.32
TR-039305,2363.52,2345.35,615.2,0,0,1,24827,0.87446,2.30451,1418.95
TR-039306,2422.44,2437.61,1451.4,0,1,0,28913,0.91307,2.11131,3069.94
TR-039307,2285.72,2343.52,606,1,0,0,47304,0.88509,2.12121,519.57
TR-039308,2384.81,2362.03,2894.6,0,0,1,20672,0.8829,1.98585,5686.61
TR-039309,2337.42,2278.07,1666.7,1,0,0,31796,0.89532,2.00111,3282.87
TR-039310,2386.75,2402.48,901.7,1,0,0,26980,0.87874,2.05595,1849.22
TR-039311,2341.75,2422.44,962.1,0,0,1,30834,0.90337,2.22654,2167.65
TR-039312,2428.65,2381.78,1186.9,1,0,0,27507,0.89286,1.8561,2175.71
TR-039313,2386.75,2352.86,1403.7,1,0,0,16841,0.91873,1.84708,2605.28
TR-039314,2405.63,2287.47,498.9,1,0,0,34877,0.88621,2.27285,1126.8
TR-039315,2287.47,2278.07,1190.4,1,0,0,28127,0.88832,1.94463,2325.47
TR-039316,2287.47,2417.11,1429.9,1,0,0,46148,0.86305,2.04575,2859.86
TR-039317,2386.75,2362.9,441,1,0,0,21673,0.88806,2.12258,940.39
TR-039318,2304.9,2330.21,2410.7,0,0,1,39963,0.85425,1.97146,4794.14
TR-039319,2319.61,2428.65,552.3,1,0,0,24992,0.91863,2.05058,1120.78
TR-039320,2393.75,2347.32,212.4,0,0,1,31292,0.86808,3.0389,645.29
TR-039321,2330.56,2363.22,106.9,0,0,1,22799,0.88992,3.04146,327.62
TR-039322,2324.76,2495.5,547.8,0,0,1,21200,0.89712,2.41823,1318.46
TR-039323,2399.97,2422.44,350.9,0,0,1,41299,0.86136,2.67113,925.32
TR-039324,2364.24,2422.44,131.9,0,0,1,18936,0.91469,2.934,382.63
TR-039325,2347.32,2345.88,1218.2,0,1,0,47500,0.87518,2.17946,2652.69
TR-039326,2415.37,2292.95,541.9,1,0,0,28223,0.88508,2.14117,1159.79
TR-039327,2379.67,2332,209.9,1,0,0,35716,0.84516,2.85161,591.03
TR-039328,2340.21,2415.37,484,1,0,0,30390,0.91858,2.25794,1084.2
TR-039329,2347.42,2343.52,940.7,1,0,0,23026,0.85559,1.93126,1814.58
TR-039330,2364.24,2319.61,710.3,0,0,1,28142,0.89667,2.31928,1651.04
TR-039331,2372.24,2285.72,307.2,1,0,0,29594,0.90025,2.29712,694.25
TR-039332,2360.34,2347.32,411.7,1,0,0,28117,0.87983,2.36143,973.92
TR-039333,2340.21,2435.65,2431.4,1,0,0,37740,0.86141,1.87693,4522.88
TR-039334,2324.52,2368.14,771.4,1,0,0,24253,0.85036,1.98572,1533.94
TR-039335,2330.56,2285.72,1958.4,0,1,0,19593,0.8568,1.93882,3744.98
TR-039336,2332,2417.11,1905.7,0,0,1,20467,0.88933,2.0736,3921.95
TR-039337,2422.44,2341.75,937.9,1,0,0,36803,0.91421,2.0337,1883.57
TR-039338,2417.11,2399.97,798.8,0,1,0,37451,0.8971,2.25904,1797.06
TR-039339,2368.14,2428.65,288.4,0,0,1,44453,0.84345,2.64175,766.34
TR-039340,2363.22,2417.11,2744.3,0,0,1,36993,0.87689,2.02345,5553.3
TR-039341,2400.16,2405.63,2066.3,1,0,0,10662,0.82133,1.71992,3607.34
TR-039342,2399.97,2319.61,533.6,1,0,0,35435,0.86224,2.07591,1099.18
TR-039343,2341.75,2278.07,2491.7,0,0,1,33833,0.88341,2.16404,5329.38
TR-039344,2363.52,2364.24,206.3,1,0,0,41244,0.87424,2.62268,542.84
TR-039345,2399.97,2343.52,692.5,1,0,0,31185,0.86091,2.06121,1431.19
TR-039346,2362.03,2398.95,1959.5,1,0,0,17754,0.84713,1.83793,3645.68
TR-039347,2304.9,2343.52,600.2,0,1,0,35776,0.90869,2.33496,1386.26
TR-039348,2324.76,2417.11,1178.3,1,0,0,18965,0.88874,1.8376,2183.38
TR-039349,2436.78,2391.87,272.3,0,1,0,-23983,,2.47666,669.86
TR-039350,2435.65,2384.81,522.2,1,0,0,24675,0.92082,2.12235,1096.55
TR-039351,2373.98,2363.52,2079.3,0,1,0,27495,0.90064,1.92143,4066.97
TR-039352,2372.39,2381.28,346.3,0,0,1,24570,0.87382,2.59136,901.47
TR-039353,2363.22,2347.32,1449.3,0,1,0,22129,0.88466,1.97388,2912.56
TR-039354,2337.42,2319.61,1125.9,0,0,1,22471,0.90028,2.11284,2402.59
TR-039355,2341.75,2417.11,70.6,0,0,1,30031,0.91763,3.09864,219.83
TR-039356,2330.21,2345.88,2491.8,0,1,0,41566,0.89678,1.96661,5018.5
TR-039357,2381.28,2286.31,642.6,1,0,0,28688,0.90048,2.10364,1366.89
TR-039358,2319.61,2372.39,972,1,0,0,24144,0.86073,1.88213,1822.67
TR-039359,2386.75,2399.97,460.7,1,0,0,21835,0.86988,2.18058,394.42
TR-039360,2415.59,2341.75,1420.1,1,0,0,35236,0.8721,1.95196,2779.53
TR-039361,2341.75,2345.88,323.4,0,0,1,32039,0.84442,2.51378,820.3
TR-039362,2436.78,2371.44,693.7,1,0,0,27150,0.92458,2.09388,1441.33
TR-039363,2347.32,2363.22,1477.7,1,0,0,30076,0.88612,1.99466,11684.7
TR-039364,2379.67,2384.81,1536.2,1,0,0,47500,0.93229,2.06741,3140.85
TR-039365,2436.78,2364.24,535.2,0,1,0,39720,0.86758,2.43029,1295.72
TR-039366,2285.72,2341.23,940.4,1,0,0,24477,0.88888,1.95594,1827.9
TR-039367,2417.11,2415.37,2948.2,0,0,1,25083,0.84179,1.95335,5673.91
TR-039368,2287.47,2436.78,1103.7,1,0,0,22408,0.88674,1.85875,9250.6
TR-039369,2327.6,2371.44,315.2,0,1,0,35688,0.89481,2.57951,819.34
TR-039370,2341.75,2364.24,858.8,1,0,0,27551,0.92739,2.00703,1700.82
TR-039371,2368.14,2372.39,1044.1,1,0,0,39574,0.89017,1.96651,2067.45
TR-039372,2324.52,2360.34,1165.3,1,0,0,34073,0.88474,2.02863,2351.81
TR-039373,2304.9,2319.61,163,0,0,1,23748,0.8795,2.60815,422.75
TR-039374,2384.81,2422.44,664.5,1,0,0,35422,0.8934,2.1358,1417.7
TR-039375,2436.78,2352.86,1403.9,0,0,1,25329,0.88958,2.05907,2924.5
TR-039376,2398.95,2495.5,549.4,0,1,0,23763,0.88442,2.41567,1320.2
TR-039377,2363.52,2381.78,425.7,1,0,0,32145,0.91426,2.3086,979.97
TR-039378,2360.48,2368.14,194.1,0,0,1,26805,0.88335,2.68122,518.55
TR-039379,2399.97,2341.23,1117.5,1,0,0,44260,0.91392,2.11261,2348.29
TR-039380,2422.44,2405.2,1077.1,1,0,0,45799,0.86293,2.12634,2307.08
TR-039381,2371.34,2399.97,887.5,1,0,0,32982,0.90852,1.91524,1720
TR-039382,2405.2,2399.97,1374.1,1,0,0,24793,0.89748,1.8472,2573.08
TR-039383,2435.25,2371.44,180.9,1,0,0,43584,0.86408,2.63884,474.06
TR-039384,2278.07,2400.16,575.6,1,0,0,41067,0.89584,2.20156,1251.61
TR-039385,2319.61,2371.34,377.2,1,0,0,30582,0.87845,2.13724,798.99
TR-039386,2287.47,2422.44,670,1,0,0,32746,0.91637,2.26668,1537.76
TR-039387,2343.52,2341.23,696.8,0,0,1,41214,0.88884,2.46115,1718.98
TR-039388,2379.67,2415.59,442.3,0,0,1,31307,0.89129,2.65001,1168.83
TR-039389,2364.24,2415.59,612.4,1,0,0,23737,0.87225,2.09568,1276.72
TR-039390,2287.47,2343.52,954.9,1,0,0,29262,0.88025,2.00776,1934.18
TR-039391,2300.56,2362.03,2891.2,0,0,1,18502,0.86163,1.94177,5635.6
TR-039392,2372.24,2437.61,1704.4,1,0,0,43240,0.91532,1.90285,3236.78
TR-039393,2435.25,2363.22,1843.4,1,0,0,41948,0.89674,1.98393,3619.2
TR-039394,2399.97,2363.22,2146.7,1,0,0,29158,0.86117,1.84123,3929.2
TR-039395,2341.75,2399.97,834.8,1,0,0,35176,0.83477,2.05464,1680.95
TR-039396,2399.97,2352.86,1413.1,0,0,1,41418,0.89183,2.31704,3259.67
TR-039397,2384.81,2399.97,605.6,1,0,0,45239,0.89605,2.11479,1274.14
TR-039398,2363.52,2379.67,862.6,0,1,0,40268,0.89594,2.42869,2091.65
TR-039399,2337.42,2400.16,2114,0,0,1,38575,0.87315,2.1772,4500.84
TR-039400,2345.35,2287.47,1075.7,0,1,0,17057,0.87728,2.00301,2187.86
TR-039401,2319.61,2371.44,916,0,0,1,31009,0.90018,2.24409,2024.09
TR-039402,2402.48,2278.07,1102.7,0,1,0,33137,0.92018,2.22531,2494.08
TR-039403,2372.39,2381.78,339.5,1,0,0,,0.87599,2.44105,823.14
TR-039404,2324.52,2398.95,682.6,1,0,0,42531,0.88759,2.1713,1519.16
TR-039405,2399.97,2363.52,526.5,1,0,0,26997,0.90427,2.09917,1095.6
TR-039406,2337.42,2371.34,1397.1,0,1,0,26399,0.87552,2.02237,2834.89
TR-039407,2343.52,2435.65,250.1,1,0,0,27266,0.87232,2.42319,611.65
TR-039408,2362.03,2373.98,423.3,1,0,0,18681,0.92662,2.18429,904.38
TR-039409,2343.52,2436.78,888.5,0,1,0,43654,0.86791,2.16343,1940.13
TR-039410,2364.24,2436.78,557.9,0,0,1,44461,0.85557,2.53292,1397.51
TR-039411,2399.97,2341.75,845.3,0,0,1,39229,0.90048,2.27116,1946.57
TR-039412,2337.42,2347.32,610.3,0,0,1,31526,0.80997,2.38223,1472.84
TR-039413,2341.75,2360.37,1065.9,0,1,0,26924,0.82793,2.09219,2260.94
TR-039414,2435.65,2415.37,2275.5,0,1,0,44347,0.8113,2.0245,4649.91
TR-039415,2381.28,2363.22,1724.5,1,0,0,39231,0.82071,1.95912,3356.25
TR-039416,2345.35,2373.98,2037.5,0,1,0,24922,0.84593,1.91299,3912.24
TR-039417,2384.81,2405.2,1689.8,1,0,0,28712,0.80798,1.88395,3145.67
TR-039418,2379.67,2341.23,857.4,1,0,0,15655,0.7945,1.97555,1711.18
TR-039419,2393.75,2360.37,567.3,1,0,0,33274,0.83599,2.22555,1275.03
TR-039420,2399.97,2285.72,137.7,1,0,0,30495,0.82003,2.51932,346.53
TR-039421,2319.61,2495.5,805.9,1,0,0,30121,0.81332,1.99445,1610.93
TR-039422,2352.86,2372.39,1016.3,1,0,0,31547,0.83391,2.08051,2137.02
TR-039423,2417.11,2363.52,954.4,1,0,0,35682,0.84645,1.98637,1913.01
TR-039424,2362.9,2405.63,756.1,1,0,0,32424,0.84628,2.02881,1530.06
TR-039425,2368.14,2417.11,98.1,1,0,0,31365,0.86353,2.63346,259.85
TR-039426,2399.97,2372.39,533.7,0,0,1,18128,0.82743,2.33734,1239.05
TR-039427,2428.65,2362.03,3320.9,0,0,1,28101,0.83016,1.95206,6507.07
TR-039428,2436.78,2340.21,2269,1,0,0,13935,0.83982,1.79192,4073.5
TR-039429,2400.16,2286.31,1572.8,0,0,1,32163,0.77996,2.19433,3438.62
TR-039430,2372.39,2381.78,339,0,1,0,23879,0.80963,2.4429,826.33
TR-039431,2332,2436.78,1420.6,0,0,1,33574,0.84357,2.22766,3170.07
TR-039432,2341.75,2381.78,1050.4,1,0,0,31807,0.7841,1.91799,2023.51
TR-039433,2343.52,2287.47,954.4,0,0,1,27809,0.85255,2.29894,2196.22
TR-039434,2400.16,2417.11,3026.4,1,0,0,36555,0.81775,1.76494,5451.7
TR-039435,2287.47,2341.23,448.9,1,0,0,27315,0.80095,2.25463,1009.88
TR-039436,2435.65,2360.37,244.7,1,0,0,5222,0.82753,2.3543,575.32
TR-039437,2415.37,2360.37,2177.2,1,0,0,23166,0.82806,1.80968,3864.89
TR-039438,2384.81,2415.59,1141.2,0,1,0,29874,0.8,2.06609,2386.99
TR-039439,2330.21,2402.48,1292,1,0,0,40140,0.82468,2.10254,7773.89
TR-039440,2398.95,2437.61,1188.6,0,0,1,26023,0.8218,2.15968,2518.56
TR-039441,2422.44,2319.61,769.9,1,0,0,27757,0.78522,1.90514,1471.93
TR-039442,2347.32,2332,452.2,1,0,0,25906,0.8591,2.3065,1040.31
TR-039443,2340.21,2405.63,2150.6,0,0,1,43753,0.80109,2.14667,4546.95
TR-039444,2345.35,2347.32,932.9,1,0,0,37419,0.79044,1.98154,1865.15
TR-039445,2415.37,2376.18,3201.1,1,0,0,35349,0.8212,1.84242,5853.34
TR-039446,2405.2,2324.52,1253.2,0,0,1,30164,0.83321,2.19523,2738.53
TR-039447,2402.48,2372.24,1239.9,1,0,0,35595,0.82328,1.96384,2411.71
TR-039448,2422.44,2347.32,635.3,1,0,0,28042,0.82849,2.16797,1384.37
TR-039449,2304.9,2381.28,791.5,0,0,1,18623,0.80014,2.1462,1714.74
TR-039450,2398.95,2360.37,547.2,1,0,0,25855,0.82929,2.1186,1172.76
TR-039451,2384.81,2304.9,331.1,0,1,0,32740,0.8703,2.55871,829.69
TR-039452,2363.52,2405.2,1045,0,1,0,32576,0.83278,2.24499,2345.65
TR-039453,2435.65,2400.16,2325.3,0,0,1,20393,0.84719,2.01291,4680.61
TR-039454,2347.32,2435.25,604.3,1,0,0,26173,0.83465,2.12815,1312.28
TR-039455,2287.47,2400.16,1707.6,0,0,1,26078,0.79468,2.0651,3535.13
TR-039456,2381.28,2300.56,938.1,0,0,1,36599,0.82162,2.33349,2159.99
TR-039457,2398.95,2379.67,444.4,1,0,0,15738,0.80069,2.2525,1007.21
TR-039458,2363.22,2341.75,2933.7,0,0,1,36251,0.83808,2.00785,5895.32
TR-039459,2381.78,2362.9,653.9,1,0,0,32090,0.80909,2.11131,1375.54
TR-039460,2415.37,2364.24,2217.9,1,0,0,32609,0.8206,1.85439,10528.39
TR-039461,2324.76,2360.34,731.7,1,0,0,34936,0.81526,2.19944,1606.52
TR-039462,2360.34,2381.78,1091.1,1,0,0,33365,0.7985,1.98751,2156.76
TR-039463,2381.78,2384.81,755.4,0,1,0,19972,0.79458,2.12957,1607.8
TR-039464,2381.28,2399.97,399.3,1,0,0,35811,0.76899,2.22867,879.23
TR-039465,2347.42,2373.98,1903,0,1,0,38037,0.85848,1.9159,3696.98
TR-039466,2435.25,2362.9,604,1,0,0,22322,0.81517,2.01709,1221.65
TR-039467,2435.65,2341.75,840.3,1,0,0,34603,0.78881,2.02538,1670.68
TR-039468,2372.39,2352.86,1020.3,0,0,1,40501,0.79904,2.40129,2493.04
TR-039469,2332,2352.86,433.2,1,0,0,14152,0.84433,2.28494,1001.46
TR-039470,2398.95,2368.14,1362.6,0,1,0,28934,0.82677,2.0608,2768.33
TR-039471,2352.86,2368.14,2062.1,1,0,0,47500,0.81441,1.90982,3948.28
TR-039472,2363.22,2362.03,364.8,1,0,0,27978,0.81142,2.18911,799.58
TR-039473,2437.61,2304.9,2039.8,0,1,0,36973,0.82596,1.97302,4030.59
TR-039474,2428.65,2319.61,547.9,1,0,0,25022,0.82937,2.01029,1098.18
TR-039475,2415.59,2363.52,437.9,0,0,1,32784,0.79317,2.66016,1158.69
TR-039476,2386.75,2278.07,1785.4,1,0,0,32873,0.83061,1.89399,3359.77
TR-039477,2405.63,2384.81,776.7,0,1,0,21615,0.81843,2.09657,1643.12
TR-039478,2415.37,2398.95,1661.2,0,0,1,32399,0.84453,2.26249,3729.06
TR-039479,2373.98,2422.44,1970.7,1,0,0,13955,0.80399,1.68683,3395.52
TR-039480,2319.61,2495.5,829.7,0,0,1,27194,0.83751,2.1798,8354.94
TR-039481,2372.39,2347.32,414.2,0,0,1,39409,0.8282,2.80462,1166.12
TR-039482,2362.03,2360.34,1657.2,1,0,0,34594,0.82853,1.98424,3297.59
TR-039483,2422.44,2415.59,524.8,0,1,0,23048,0.78981,2.32382,1215.34
TR-039484,2304.9,2363.22,2501,1,0,0,19446,0.83346,1.6971,4191
TR-039485,2337.42,2402.48,609.7,1,0,0,34980,0.78148,2.30819,1413.69
TR-039486,2422.44,2360.34,993.6,1,0,0,38170,0.87098,2.17836,2152.77
TR-039487,2360.34,2405.2,105.5,0,0,1,32135,0.81906,3.23955,343.33
TR-039488,2345.35,2391.87,320.9,0,0,1,30234,0.85271,2.54032,820.83
TR-039489,2421.42,2399.97,1246.6,0,0,1,27363,0.81785,2.15734,2721.38
TR-039490,2319.61,2417.11,394.3,1,0,0,36513,0.82383,2.16024,858.77
TR-039491,2400.16,2371.34,3193,0,1,0,41418,0.80641,1.91625,6095.83
TR-039492,2324.76,2319.61,1177.4,1,0,0,33379,0.88367,1.96634,2285.94
TR-039493,2337.42,2287.47,439,0,0,1,22988,0.8213,2.48326,1089
TR-039494,2343.52,2304.9,602.2,1,0,0,27557,0.79394,1.97839,1203.48
TR-039495,2330.56,2437.61,433.9,1,0,0,10237,0.7856,2.1351,921.46
TR-039496,2324.52,2415.37,2357.4,0,1,0,40467,0.84277,2.02812,4839.21
TR-039497,2330.21,2341.75,2790.4,1,0,0,37119,0.83338,1.80201,5064.37
TR-039498,2341.75,2324.76,1223.8,0,0,1,38249,0.7239,2.30161,2760.21
TR-039499,2399.97,2330.21,1972.6,0,0,1,34507,0.87771,2.07916,4159.52
TR-039500,2347.42,2405.63,742.3,1,0,0,25840,0.78799,1.96008,1480.7
TR-039501,2319.61,2379.67,1634.4,0,0,1,28432,0.86318,2.13969,3547.97
TR-039502,2362.9,2330.56,2411.1,1,0,0,40524,0.80508,1.81951,4401.81
TR-039503,2332,2360.48,1976.4,1,0,0,31241,0.82469,1.92142,3708.8
TR-039504,2319.61,2337.42,1098.1,1,0,0,28598,0.80575,1.86916,2099.69
TR-039505,2436.78,2360.34,1335.3,1,0,0,19646,0.83558,1.84811,2482.71
TR-039506,2278.07,2364.24,1696.3,1,0,0,36630,0.81554,1.95231,3321.61
TR-039507,2287.47,2345.35,1052.7,1,0,0,38607,0.82168,2.03345,2144.55
TR-039508,2398.95,2399.97,826.8,0,0,1,31218,0.81257,2.287,1894.1
TR-039509,2405.63,2384.81,755.5,0,0,1,34953,0.81513,2.27765,1717.44
TR-039510,2287.47,2363.52,565.1,1,0,0,40921,0.82282,2.19956,1262.04
TR-039511,2405.63,2384.81,770.7,0,0,1,24935,0.78042,2.18809,1674.09
TR-039512,2364.24,2330.21,1910.9,0,0,1,44184,0.8508,2.16534,4191.96
TR-039513,2436.78,2287.47,1111.9,0,0,1,26504,0.8001,2.173,2461.67
TR-039514,2422.44,2347.42,593.2,0,1,0,-33699,0.82737,2.32894,3509.58
TR-039515,2386.75,2286.31,866.1,0,0,1,43153,0.86999,2.4528,2129.99
TR-039516,2381.28,2278.07,1356.7,1,0,0,36850,0.85467,2.02149,2738.76
TR-039517,2435.25,2362.9,640.2,1,0,0,29780,0.83393,2.00369,1305.73
TR-039518,2360.48,2368.14,197.1,1,0,0,33856,0.82497,2.47452,491.43
TR-039519,2384.81,2304.9,337.4,0,0,1,34413,0.79179,2.57449,869.11
TR-039520,2324.76,2360.34,735.2,0,0,1,22368,0.8022,2.34291,1721.63
TR-039521,2341.23,2330.21,1869.6,0,0,1,29171,0.80334,2.13641,3966.54
TR-039522,2343.52,2337.42,512.5,0,1,0,13378,0.79412,2.32142,1171.48
TR-039523,2393.75,2343.52,811.7,0,1,0,39209,0.82056,2.36997,1922.81
TR-039524,2371.34,2405.63,1286.1,1,0,0,25196,0.8315,1.81565,2341.29
TR-039525,2402.48,2292.95,1270,0,0,1,24688,0.8047,2.15762,2751.76
TR-039526,2362.03,2393.75,1987,0,0,1,32242,0.84611,2.13928,4251.85
TR-039527,2400.16,2324.76,2008.8,0,0,1,15421,0.79575,2.08199,4103.62
TR-039528,2332,2360.34,129.8,1,0,0,21046,0.85101,2.72209,352.04
TR-039529,2341.23,2373.98,2283.1,0,0,1,25149,0.76484,1.87895,4337.4
TR-039530,2345.35,2435.65,602.4,1,0,0,23998,0.82463,1.9684,1205.49
TR-039531,2362.9,2337.42,882.6,0,1,0,38355,0.83858,2.3152,2005.36
TR-039532,2391.87,2360.37,848,1,0,0,26403,0.80697,1.93015,1652.64
TR-039533,2372.39,2363.22,1812.4,1,0,0,27594,0.80241,1.87901,3379.91
TR-039534,2379.67,2360.48,1772.8,0,0,1,30944,0.79156,2.15972,3821.57
TR-039535,2286.31,2435.25,659.4,0,1,0,27467,0.83214,2.3694,1529.04
TR-039536,2364.24,2402.48,845.1,1,0,0,27197,0.7806,1.97706,1693.03
TR-039537,2372.39,2340.21,2004,1,0,0,24430,0.83621,1.82113,3646.69
TR-039538,2415.37,2384.81,2746.4,1,0,0,30766,0.8104,1.74425,4841.75
TR-039539,2436.78,2381.28,463,0,1,0,39345,0.81621,2.42585,1130.84
TR-039540,2371.44,2332,982.4,0,0,1,42057,0.82449,2.40952,2359.22
TR-039541,2347.32,2347.42,1001.5,1,0,0,33204,0.773,2.04372,2047.67
TR-039542,2337.42,2364.24,475.3,1,0,0,23237,0.84831,2.1113,1014.08
TR-039543,2417.11,2437.61,2356.2,0,1,0,38049,0.84228,1.9871,4740.83
TR-039544,2402.48,2345.35,1154.5,0,1,0,27797,0.83369,2.09935,2396.78
TR-039545,2428.65,2368.14,287.1,1,0,0,33419,0.81015,2.26294,646.25
TR-039546,2363.22,2372.39,1787.5,0,1,0,42162,0.83141,2.11675,1477.09
TR-039547,2340.21,2400.16,435.2,1,0,0,39437,0.79495,2.22301,971.37
TR-039548,2345.35,2381.28,491.9,0,0,1,26525,0.87134,2.35041,1157.04
TR-039549,2379.67,2268.79,820.1,0,0,1,37581,0.83408,2.50565,2065.89
TR-039550,2405.2,2417.11,1906.2,1,0,0,41850,0.78649,1.95592,3716.51
TR-039551,2345.88,2421.42,1518.5,1,0,0,33750,0.77456,1.88826,2890.69
TR-039552,2405.63,2287.47,504.8,1,0,0,27575,0.80873,2.24081,1114.15
TR-039553,2300.56,2363.52,584.7,0,0,1,31706,0.79241,2.52428,1465.64
TR-039554,2371.44,2428.65,1192.8,1,0,0,21653,0.83771,1.90853,2266.5
TR-039555,2300.56,2422.44,650.4,0,1,0,35087,0.82506,2.29348,1482.34
TR-039556,2381.28,2372.24,564,0,1,0,19323,0.84567,2.12716,1209
TR-039557,2332,2341.75,1950.4,1,0,0,24581,0.84895,1.88204,3641.16
TR-039558,2371.44,2422.44,171,0,1,0,39745,0.83511,2.89854,499.9
TR-039559,2422.44,2381.28,346.4,1,0,0,40343,0.84218,2.41022,198.16
TR-039560,2363.52,2343.52,460.9,0,1,0,32811,0.84396,2.43372,1136.33
TR-039561,2393.75,2381.78,502.3,0,1,0,28125,0.8118,2.41041,1211.34
TR-039562,2292.95,2300.56,2311.2,1,0,0,28228,0.84478,1.76611,4067.4
TR-039563,2381.78,2304.9,641.7,1,0,0,41226,0.83845,2.10346,1334.81
TR-039564,2435.25,2428.65,1156.2,0,1,0,25556,0.81078,2.02858,2365.18
TR-039565,2343.52,2435.65,264.9,0,1,0,22703,0.80634,2.4719,664.79
TR-039566,2287.47,2371.34,1808.8,1,0,0,42696,0.8136,1.92769,3399.59
TR-039567,2399.97,2381.28,405.6,1,0,0,31006,0.80517,2.2427,905.5
TR-039568,2371.34,2347.42,955.8,0,0,1,38779,0.78797,2.21084,2122.6
TR-039569,2347.42,2340.21,2182.4,1,0,0,26360,0.80369,1.79285,3813.01
TR-039570,2415.37,2393.75,1706.5,1,0,0,19750,0.85334,1.84803,3183.5
TR-039571,2398.95,2384.81,1134.7,1,0,0,15298,0.82468,1.87202,2124.08
TR-039572,2287.47,2371.44,552.4,0,1,0,17878,0.80341,2.28316,1258.26
TR-039573,2381.28,2384.81,910.7,1,0,0,29963,0.81327,2.02962,1832.43
TR-039574,2379.67,2343.52,1311.4,1,0,0,41618,0.82364,2.03919,2684.71
TR-039575,2381.28,2319.61,951,1,0,0,22745,0.82979,1.87666,1779.91
TR-039576,2436.78,2341.75,904.2,1,0,0,25709,0.85228,1.81248,1643.21
TR-039577,2372.39,2345.35,608,1,0,0,39089,0.79693,2.16569,1308.17
TR-039578,2352.86,2415.37,877.3,1,0,0,35081,0.82073,2.08202,1834.7
TR-039579,2324.76,2364.24,488.8,1,0,0,27430,0.82757,2.30613,1106.89
TR-039580,2363.22,2343.52,2429.3,1,0,0,32104,0.8461,1.76072,4308.44
TR-039581,2495.5,2300.56,785,1,0,0,40640,0.83199,2.1303,1659.41
TR-039582,2363.22,2278.07,453.1,1,0,0,32502,0.83287,2.25413,1010.14
TR-039583,2379.67,2371.44,842,0,0,1,33749,0.84003,2.43702,2052.54
TR-039584,2372.39,2495.5,249.4,0,1,0,22504,0.83084,2.66604,664.46
TR-039585,2399.97,2415.37,2202.4,0,1,0,41773,0.81097,1.98593,4409.01
TR-039586,2362.9,2399.97,481.9,0,0,1,32242,0.80781,2.39706,1144.42
TR-039587,2345.35,2337.42,886.7,0,0,1,31911,0.8631,2.30176,2062.26
TR-039588,2384.81,2347.32,1253.4,0,0,1,35527,,2.21887,2791.08
TR-039589,2347.32,2422.44,650,1,0,0,25497,0.80539,2.1365,1374.41
TR-039590,2287.47,2371.34,1780.1,0,0,1,32945,0.84469,2.08614,3729.88
TR-039591,2402.48,2381.28,759.6,1,0,0,31084,0.85658,2.10837,1611.62
TR-039592,2371.34,2373.98,2823.6,1,0,0,46964,0.80178,1.70261,4852.21
